BoroName,CT2010,BoroCT2010,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,BUFF_DIST
Queens,059900,4059900,QN30,Maspeth,4110,6220.118654,1368119.257,0
Queens,060000,4060000,QN33,Cambria Heights,4105,5784.241517,1902339.451,0
Queens,060600,4060600,QN33,Cambria Heights,4105,6180.975571,2317297.135,0
Queens,060800,4060800,QN33,Cambria Heights,4105,6176.486214,2271701.662,0
Queens,061400,4061400,QN33,Cambria Heights,4105,6934.40354,2772036.23,0
Queens,061800,4061800,QN66,Laurelton,4105,6651.833512,2600060.242,0
Queens,062700,4062700,QN19,Glendale,4110,5344.104675,1693386.285,0
Queens,062900,4062900,QN19,Glendale,4110,8634.20965,1987643.042,0
Queens,063200,4063200,QN66,Laurelton,4105,9413.620561,3194843.82,0
Queens,064101,4064101,QN53,Woodhaven,4111,4177.982068,847568.515,0
Queens,065702,4065702,QN21,Middle Village,4110,6735.04861,1547771.958,0
Queens,065703,4065703,QN21,Middle Village,4110,7352.981712,2889534.885,0
Queens,065900,4065900,QN21,Middle Village,4110,7996.607918,2083719.947,0
Queens,066000,4066000,QN05,Rosedale,4105,8525.497716,4160670.329,0
Queens,066100,4066100,QN21,Middle Village,4110,5697.849059,1439518.865,0
Queens,066300,4066300,QN21,Middle Village,4110,11581.3157,5674137.775,0
Queens,066701,4066701,QN21,Middle Village,4110,7732.495492,2769361.318,0
Queens,067100,4067100,QN21,Middle Village,4110,7397.820197,2465973.775,0
Queens,067700,4067700,QN21,Middle Village,4110,6676.793805,2001637.187,0
Queens,067900,4067900,QN21,Middle Village,4110,9161.438462,2727322.85,0
Queens,068700,4068700,QN18,Rego Park,4108,8070.176797,2848080.187,0
Queens,069000,4069000,QN03,Springfield Gardens South-Brookville,4105,9386.716916,3778477.536,0
Queens,069300,4069300,QN18,Rego Park,4108,4778.53797,1451117.028,0
Queens,069500,4069500,QN18,Rego Park,4108,6442.96452,2295318.687,0
Queens,069701,4069701,QN18,Rego Park,4108,6536.756808,1387032.073,0
Queens,069702,4069702,QN18,Rego Park,4108,8996.491292,4839267.595,0
Queens,071304,4071304,QN17,Forest Hills,4108,6888.858662,1762224.528,0
Queens,071306,4071306,QN17,Forest Hills,4108,6061.976974,1839246.726,0
Queens,071900,4071900,QN17,Forest Hills,4108,5550.826591,1758572.389,0
Queens,072100,4072100,QN17,Forest Hills,4108,5863.605427,1818395.483,0
Queens,072900,4072900,QN17,Forest Hills,4108,5833.15295,2085109.02,0
Queens,073100,4073100,QN17,Forest Hills,4108,6711.027856,2028647.551,0
Queens,073900,4073900,QN17,Forest Hills,4108,7295.047446,2410955.703,0
Queens,074100,4074100,QN17,Forest Hills,4108,5734.093068,1850017.01,0
Queens,074300,4074300,QN17,Forest Hills,4108,5753.976998,2083264.197,0
Queens,077903,4077903,QN37,Kew Gardens Hills,4106,7152.849076,2865963.638,0
Queens,077904,4077904,QN37,Kew Gardens Hills,4106,8327.186794,4125289.82,0
Queens,077906,4077906,QN37,Kew Gardens Hills,4106,7666.130418,3088389.612,0
Queens,079900,4079900,QN62,Queensboro Hill,4103,7817.635212,3090324.094,0
Queens,086100,4086100,QN52,East Flushing,4103,6463.373128,1603443.548,0
Queens,092800,4092800,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,12973.83233,8206266.966,0
Queens,102900,4102900,QN49,Whitestone,4103,10789.69463,5339720.327,0
Queens,103300,4103300,QN49,Whitestone,4103,11601.8715,6525351.569,0
Queens,103900,4103900,QN49,Whitestone,4103,12867.95769,9479740.77,0
Queens,105900,4105900,QN51,Murray Hill,4103,12255.37493,7002900.818,0
Queens,113900,4113900,QN48,Auburndale,4104,10111.03024,4132816.052,0
Queens,114700,4114700,QN51,Murray Hill,4103,7549.650403,3311049.886,0
Queens,115700,4115700,QN51,Murray Hill,4103,7983.884197,3386397.121,0
Queens,116100,4116100,QN22,Flushing,4103,6285.642273,1908884.016,0
Queens,117500,4117500,QN51,Murray Hill,4103,10979.17122,6052323.891,0
Queens,118100,4118100,QN48,Auburndale,4104,6073.706378,2096778.882,0
Queens,118500,4118500,QN52,East Flushing,4103,7880.47786,1665902.134,0
Queens,118700,4118700,QN52,East Flushing,4103,6293.045876,2015272.463,0
Queens,118900,4118900,QN52,East Flushing,4103,6002.855358,2178181.861,0
Queens,119100,4119100,QN52,East Flushing,4103,7286.996179,2342906.881,0
Queens,119300,4119300,QN52,East Flushing,4103,7005.183989,2275552.299,0
Queens,119500,4119500,QN52,East Flushing,4103,6786.593632,2037041.565,0
Queens,119900,4119900,QN52,East Flushing,4103,7088.400929,1984492.944,0
Queens,120100,4120100,QN52,East Flushing,4103,6506.89333,1753563.051,0
Queens,120300,4120300,QN52,East Flushing,4103,6496.703942,1980421.587,0
Queens,120500,4120500,QN52,East Flushing,4103,6065.701103,2176840.416,0
Queens,120700,4120700,QN52,East Flushing,4103,13726.38115,7440761.64,0
Queens,124100,4124100,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11577.07939,5369893.9,0
Queens,124700,4124700,QN38,Pomonok-Flushing Heights-Hillcrest,4106,10220.91617,5206785.78,0
Queens,126500,4126500,QN38,Pomonok-Flushing Heights-Hillcrest,4106,7033.190748,2156793.844,0
Queens,129104,4129104,QN42,Oakland Gardens,4104,13515.58057,7607337.689,0
Queens,133900,4133900,QN41,Fresh Meadows-Utopia,4106,6239.591222,2434847.379,0
Queens,140901,4140901,QN46,Bayside-Bayside Hills,4104,6706.102715,2608328.096,0
Queens,140902,4140902,QN48,Auburndale,4104,10718.76294,5843531.834,0
Queens,145102,4145102,QN46,Bayside-Bayside Hills,4104,9156.789096,3780661.872,0
Queens,145900,4145900,QN48,Auburndale,4104,8573.26,4007730.286,0
Queens,152902,4152902,QN45,Douglas Manor-Douglaston-Little Neck,4104,14314.69428,11120070.56,0
Queens,157102,4157102,QN43,Bellerose,4105,9502.627485,3367081.756,0
Queens,157901,4157901,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,13516.73277,9833175.327,0
Queens,157902,4157902,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,11455.7969,7773114.069,0
Queens,157903,4157903,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,12918.42745,7335307.35,0
Queens,001800,4001800,QN53,Woodhaven,4111,6172.669829,1912263.156,0
Queens,002000,4002000,QN53,Woodhaven,4111,5805.078278,1548759.254,0
Queens,020400,4020400,QN61,Jamaica,4112,8843.42768,3087690.431,0
Bronx,002702,2002702,BX39,Mott Haven-Port Morris,3710,6090.614416,1674949.611,0
Queens,003200,4003200,QN53,Woodhaven,4111,5665.188928,1791170.478,0
Queens,112900,4112900,QN46,Bayside-Bayside Hills,4104,9020.312501,3764154.169,0
Queens,026700,4026700,QN29,Elmhurst,4107,6496.952057,2259540.126,0
Bronx,036901,2036901,BX17,East Tremont,3705,4385.269662,1054250.147,0
Bronx,036902,2036902,BX17,East Tremont,3705,3456.827486,686266.8967,0
Brooklyn,073000,3073000,BK58,Flatlands,4009,7708.750971,1989618.32,0
Brooklyn,073200,3073200,BK58,Flatlands,4009,5560.7275,1717669.294,0
Bronx,038900,2038900,BX06,Belmont,3705,5457.198875,1860955.3,0
Queens,047000,4047000,QN61,Jamaica,4112,6632.604598,2471021.549,0
Bronx,023301,2023301,BX41,Mount Hope,3707,4498.012583,1272740.918,0
Bronx,023501,2023501,BX41,Mount Hope,3707,4891.910824,731673.2892,0
Bronx,016500,2016500,BX01,Claremont-Bathgate,3705,7491.010246,2041029.922,0
Bronx,040302,2040302,BX05,Bedford Park-Fordham North,3706,4475.294226,682700.6616,0
Bronx,026702,2026702,BX28,Van Cortlandt Village,3701,6366.483187,1819284.592,0
Bronx,040900,2040900,BX28,Van Cortlandt Village,3701,15483.13676,12554440.95,0
Queens,048000,4048000,QN61,Jamaica,4112,6510.424846,2484765.335,0
Queens,050000,4050000,QN07,Hollis,4112,10937.1977,3612066.078,0
Bronx,006400,2006400,BX08,West Farms-Bronx River,3709,5786.328891,1838840.264,0
Bronx,023302,2023302,BX41,Mount Hope,3707,3601.911511,678959.3228,0
Bronx,023502,2023502,BX41,Mount Hope,3707,6434.824541,1034951.04,0
Queens,018800,4018800,QN76,Baisley Park,4112,6955.464528,1901478.547,0
Queens,019200,4019200,QN76,Baisley Park,4112,8038.55968,2141522.148,0
Queens,017400,4017400,QN55,South Ozone Park,4113,7456.079573,2073990.669,0
Queens,017600,4017600,QN55,South Ozone Park,4113,7440.499793,2068075.399,0
Queens,143500,4143500,QN46,Bayside-Bayside Hills,4104,8640.845905,3803289.004,0
Queens,121100,4121100,QN99,park-cemetery-etc-Queens,4103,15525.28658,11184981.85,0
Queens,013800,4013800,QN60,Kew Gardens,4111,8140.421838,1828863.662,0
Queens,028400,4028400,QN76,Baisley Park,4112,8934.816238,4618712.401,0
Queens,058000,4058000,QN34,Queens Village,4105,11859.69763,5917014.344,0
Queens,071303,4071303,QN17,Forest Hills,4108,6017.517354,1571444.178,0
Queens,077902,4077902,QN37,Kew Gardens Hills,4106,10935.86843,6065854.26,0
Queens,077907,4077907,QN37,Kew Gardens Hills,4106,6170.514179,2307804.256,0
Queens,017000,4017000,QN55,South Ozone Park,4113,7740.702137,2379227.122,0
Queens,019400,4019400,QN01,South Jamaica,4112,7753.725022,3230544.237,0
Brooklyn,002200,3002200,BK32,Sunset Park West,4012,10231.91417,3690653.776,0
Bronx,011900,2011900,BX27,Hunts Point,3710,5563.354184,1794111.264,0
Brooklyn,097400,3097400,BK50,Canarsie,4009,7198.095599,2712076.672,0
Brooklyn,109800,3109800,BK82,East New York,4008,13569.35641,9189937.889,0
Brooklyn,044500,3044500,BK77,Bushwick North,4002,5590.854733,1827456.064,0
Brooklyn,044700,3044700,BK77,Bushwick North,4002,5524.597706,1752616.269,0
Queens,061602,4061602,QN05,Rosedale,4105,10070.86933,4551815.715,0
Manhattan,023502,1023502,MN03,Central Harlem North-Polo Grounds,3803,3399.584291,447807.7062,0
Brooklyn,006600,3006600,BK31,Bay Ridge,4013,5243.925222,1653273.394,0
Brooklyn,013400,3013400,BK31,Bay Ridge,4013,8713.72798,2887202.859,0
Manhattan,019702,1019702,MN11,Central Harlem South,3803,3204.620753,509562.319,0
Manhattan,004000,1004000,MN22,East Village,3809,5563.560179,1927630.23,0
Brooklyn,007000,3007000,BK31,Bay Ridge,4013,7182.337974,1586252.19,0
Brooklyn,003800,3003800,BK31,Bay Ridge,4013,5026.866661,1367702.806,0
Bronx,051600,2051600,BX10,Pelham Bay-Country Club-City Island,3703,94401.43114,17352035.39,0
Brooklyn,062000,3062000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9588.799943,3439027.719,0
Brooklyn,039000,3039000,BK25,Homecrest,4016,6671.629552,1871911.315,0
Bronx,032800,2032800,BX07,Bronxdale,3704,7120.211933,2202647.784,0
Bronx,034000,2034000,BX07,Bronxdale,3704,5860.178835,1704073.154,0
Brooklyn,004900,3004900,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5528.991798,1051002.953,0
Brooklyn,006300,3006300,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5763.003838,1084239.341,0
Brooklyn,008200,3008200,BK32,Sunset Park West,4012,4989.686719,1517026.114,0
Brooklyn,117602,3117602,BK83,Cypress Hills-City Line,4008,5876.215313,1548007.997,0
Brooklyn,117800,3117800,BK83,Cypress Hills-City Line,4008,5879.123202,1511355.897,0
Queens,032800,4032800,QN66,Laurelton,4105,11131.2659,3952889.819,0
Manhattan,020500,1020500,MN09,Morningside Heights,3802,7148.866896,2977091.342,0
Brooklyn,034900,3034900,BK61,Crown Heights North,4006,6098.133457,1756872.762,0
Brooklyn,055100,3055100,BK73,North Side-South Side,4001,7123.812366,2511177.551,0
Bronx,041800,2041800,BX62,Woodlawn-Wakefield,3702,7326.950481,2930549.177,0
Brooklyn,035100,3035100,BK61,Crown Heights North,4006,6101.303238,1755149.786,0
Brooklyn,035300,3035300,BK61,Crown Heights North,4006,6099.146998,1755455.712,0
Brooklyn,114202,3114202,BK83,Cypress Hills-City Line,4008,5234.537277,1281726.173,0
Brooklyn,064200,3064200,BK44,Madison,4016,6854.435065,2530379.299,0
Brooklyn,064400,3064400,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6505.531261,2145902.196,0
Queens,005500,4005500,QN68,Queensbridge-Ravenswood-Long Island City,4101,5268.30131,1786237.896,0
Brooklyn,000502,3000502,BK09,Brooklyn Heights-Cobble Hill,4004,4866.854786,1038555.223,0
Manhattan,010100,1010100,MN17,Midtown-Midtown South,3807,5701.640276,1891336.081,0
Manhattan,010900,1010900,MN17,Midtown-Midtown South,3807,5703.531276,1891364.623,0
Manhattan,011900,1011900,MN17,Midtown-Midtown South,3807,5722.090339,1911310.522,0
Manhattan,012500,1012500,MN17,Midtown-Midtown South,3807,5683.937071,1875481.621,0
Manhattan,016900,1016900,MN12,Upper West Side,3806,5751.661335,1937087.795,0
Manhattan,017300,1017300,MN12,Upper West Side,3806,5735.845076,1922492.23,0
Manhattan,017500,1017500,MN12,Upper West Side,3806,6483.791426,2318953.183,0
Manhattan,022500,1022500,MN04,Hamilton Heights,3802,7936.633921,2960365.437,0
Manhattan,020300,1020300,MN09,Morningside Heights,3802,6065.233929,1916586.721,0
Manhattan,023100,1023100,MN04,Hamilton Heights,3802,5606.713344,1962710.663,0
Manhattan,024500,1024500,MN36,Washington Heights South,3801,6441.235061,2282409.823,0
Manhattan,025100,1025100,MN36,Washington Heights South,3801,5376.092541,1715989.095,0
Manhattan,027100,1027100,MN35,Washington Heights North,3801,6486.731743,2076588.539,0
Manhattan,029100,1029100,MN01,Marble Hill-Inwood,3801,5717.677244,2018145.035,0
Manhattan,029300,1029300,MN01,Marble Hill-Inwood,3801,5489.623556,1690644.701,0
Manhattan,002601,1002601,MN28,Lower East Side,3809,4522.842222,1141510.043,0
Manhattan,002602,1002602,MN28,Lower East Side,3809,4492.856102,1115989.344,0
Brooklyn,001100,3001100,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5760.471688,1814052.498,0
Brooklyn,020000,3020000,BK30,Dyker Heights,4013,5280.942056,1451580.256,0
Brooklyn,020200,3020200,BK30,Dyker Heights,4013,5281.122939,1451352.492,0
Brooklyn,016000,3016000,BK31,Bay Ridge,4013,7935.153958,2785267.152,0
Brooklyn,016800,3016800,BK27,Bath Beach,4017,5646.961836,1767486.747,0
Manhattan,006400,1006400,MN21,Gramercy,3808,5558.706271,1938509.315,0
Manhattan,010800,1010800,MN19,Turtle Bay-East Midtown,3808,5627.477311,1950021.481,0
Bronx,013800,2013800,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,22553.6071,8330445.906,0
Bronx,015800,2015800,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5918.691184,1751816.273,0
Brooklyn,036001,3036001,BK19,Brighton Beach,4018,4460.548325,1021600.495,0
Bronx,037900,2037900,BX41,Mount Hope,3707,8418.605511,2064159.329,0
Bronx,038100,2038100,BX41,Mount Hope,3707,6779.146638,1626409.49,0
Manhattan,005900,1005900,MN23,West Village,3810,5280.102498,1250316.241,0
Brooklyn,089200,3089200,BK81,Brownsville,4007,7700.07328,1932413.255,0
Manhattan,005600,1005600,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5723.843421,1878242.168,0
Brooklyn,005400,3005400,BK31,Bay Ridge,4013,7538.962295,1735363.348,0
Bronx,002500,2002500,BX39,Mott Haven-Port Morris,3710,5026.984777,1373985.986,0
Bronx,015200,2015200,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,8887.222579,3151751.236,0
Bronx,044200,2044200,BX62,Woodlawn-Wakefield,3702,7344.447014,2614475.734,0
Queens,065000,4065000,QN66,Laurelton,4105,9259.521289,4304578.475,0
Brooklyn,058200,3058200,BK25,Homecrest,4016,5388.123107,1738266.687,0
Brooklyn,055400,3055400,BK25,Homecrest,4016,5578.364531,1821785.667,0
Brooklyn,055600,3055600,BK25,Homecrest,4016,5871.357228,2079990.279,0
Brooklyn,152200,3152200,BK42,Flatbush,4015,9340.196275,4194670.273,0
Brooklyn,021700,3021700,BK61,Crown Heights North,4006,4576.36343,1281458.048,0
Brooklyn,083400,3083400,BK91,East Flatbush-Farragut,4010,4991.015983,1355748.334,0
Brooklyn,085400,3085400,BK91,East Flatbush-Farragut,4010,7324.948252,1385790.11,0
Queens,078800,4078800,QN76,Baisley Park,4112,6645.696734,2072923.081,0
Bronx,022403,2022403,BX49,Pelham Parkway,3704,5656.252576,1338120.915,0
Brooklyn,046201,3046201,BK42,Flatbush,4015,4984.099431,1381203.789,0
Brooklyn,046202,3046202,BK46,Ocean Parkway South,4014,7378.236656,1866093.566,0
Bronx,044400,2044400,BX62,Woodlawn-Wakefield,3702,7796.41734,3925376.669,0
Bronx,044800,2044800,BX62,Woodlawn-Wakefield,3702,5439.258676,1817406.932,0
Bronx,034200,2034200,BX31,Allerton-Pelham Gardens,3704,5818.468297,1687802.696,0
Bronx,034400,2034400,BX31,Allerton-Pelham Gardens,3704,5823.581356,1690333.197,0
Brooklyn,051200,3051200,BK42,Flatbush,4015,5529.236286,1508346.958,0
Brooklyn,025901,3025901,BK75,Bedford,4003,4269.118632,863635.7669,0
Brooklyn,025902,3025902,BK75,Bedford,4003,3211.235839,642013.904,0
Brooklyn,094401,3094401,BK58,Flatlands,4009,10056.02406,3905513.044,0
Queens,056600,4056600,QN34,Queens Village,4105,5710.002666,2097114.191,0
Manhattan,027900,1027900,MN35,Washington Heights North,3801,7380.836447,1937418.596,0
Brooklyn,066200,3066200,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,8217.524543,2488662.764,0
Manhattan,004200,1004200,MN22,East Village,3809,5798.981111,933480.0684,0
Manhattan,006100,1006100,MN23,West Village,3810,5022.851714,1528892.453,0
Manhattan,013900,1013900,MN15,Clinton,3807,5774.520515,1955059.852,0
Bronx,016700,2016700,BX01,Claremont-Bathgate,3705,6579.953245,2215210.99,0
Bronx,022902,2022902,BX41,Mount Hope,3707,4270.080861,1042641.342,0
Staten Island,012100,5012100,SI35,New Brighton-Silver Lake,3903,11138.02849,7991902.887,0
Staten Island,007700,5007700,SI22,West New Brighton-New Brighton-St. George,3903,7327.433074,2675335.154,0
Staten Island,001100,5001100,SI22,West New Brighton-New Brighton-St. George,3903,8693.578149,3499398.935,0
Brooklyn,016700,3016700,BK37,Park Slope-Gowanus,4005,6191.451895,1818261.602,0
Bronx,022404,2022404,BX49,Pelham Parkway,3704,4027.010039,999997.853,0
Queens,094700,4094700,QN23,College Point,4103,8723.378759,2935620.778,0
Queens,076902,4076902,QN17,Forest Hills,4108,4404.61194,1084634.362,0
Brooklyn,098200,3098200,BK50,Canarsie,4009,8952.013157,3723765.624,0
Brooklyn,105804,3105804,BK93,Starrett City,4008,15701.76107,7076119.642,0
Brooklyn,003000,3003000,BK31,Bay Ridge,4013,4715.150749,1174204.935,0
Queens,140300,4140300,QN46,Bayside-Bayside Hills,4104,8235.135052,4116709.236,0
Queens,032000,4032000,QN03,Springfield Gardens South-Brookville,4105,14939.84376,11179976.25,0
Queens,061302,4061302,QN20,Ridgewood,4110,10370.46084,5511490.944,0
Queens,062300,4062300,QN19,Glendale,4110,5381.883642,1688804.229,0
Queens,062500,4062500,QN19,Glendale,4110,6042.809976,2137199.183,0
Queens,037300,4037300,QN27,East Elmhurst,4102,7541.914497,2570489.246,0
Queens,101700,4101700,QN47,Ft. Totten-Bay Terrace-Clearview,4103,14076.42739,10682968.81,0
Queens,114100,4114100,QN51,Murray Hill,4103,9904.913411,4816036.079,0
Queens,022002,4022002,QN35,Briarwood-Jamaica Hills,4106,10762.21318,3238336.612,0
Queens,045000,4045000,QN35,Briarwood-Jamaica Hills,4106,5557.305855,1819154.158,0
Queens,077905,4077905,QN37,Kew Gardens Hills,4106,8334.232422,2958848.762,0
Queens,126700,4126700,QN38,Pomonok-Flushing Heights-Hillcrest,4106,14754.87621,8500177.158,0
Queens,121500,4121500,QN62,Queensboro Hill,4103,13130.09737,6906260.853,0
Queens,122300,4122300,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11300.01854,5271319.451,0
Queens,134100,4134100,QN41,Fresh Meadows-Utopia,4106,12584.18646,6340103,0
Queens,141700,4141700,QN48,Auburndale,4104,15286.01302,9658570.08,0
Brooklyn,036002,3036002,BK19,Brighton Beach,4018,3860.148356,924220.9072,0
Brooklyn,085200,3085200,BK99,park-cemetery-etc-Brooklyn,4010,9241.535116,4317849.614,0
Brooklyn,085800,3085800,BK91,East Flatbush-Farragut,4010,5735.224612,1446162.504,0
Brooklyn,119000,3119000,BK83,Cypress Hills-City Line,4008,6506.497028,1520931.561,0
Brooklyn,119600,3119600,BK82,East New York,4008,7989.149129,3292426.933,0
Brooklyn,050900,3050900,BK72,Williamsburg,4001,5020.254509,1526103.176,0
Brooklyn,056100,3056100,BK76,Greenpoint,4001,8469.794906,3577947.692,0
Bronx,036501,2036501,BX17,East Tremont,3705,5997.90854,1030821.794,0
Bronx,022401,2022401,BX49,Pelham Parkway,3704,5152.021376,923790.3953,0
Bronx,033201,2033201,BX07,Bronxdale,3704,4758.788927,1224202.477,0
Queens,015200,4015200,QN54,Richmond Hill,4111,6784.121619,2073445.93,0
Queens,020600,4020600,QN61,Jamaica,4112,6813.674691,1626141.58,0
Queens,047200,4047200,QN06,Jamaica Estates-Holliswood,4106,10370.61138,5532951.486,0
Brooklyn,072600,3072600,BK58,Flatlands,4009,7156.179107,2962948.286,0
Brooklyn,093200,3093200,BK91,East Flatbush-Farragut,4010,6930.881153,3019000.058,0
Queens,059000,4059000,QN33,Cambria Heights,4105,5991.95123,1702017.068,0
Bronx,007200,2007200,BX55,Soundview-Bruckner,3709,6644.344266,2292782.565,0
Bronx,004200,2004200,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,10267.99339,5212170.03,0
Queens,004700,4004700,QN70,Astoria,4101,5564.480669,1928980.642,0
Brooklyn,090800,3090800,BK81,Brownsville,4007,7555.777953,3194827.498,0
Brooklyn,114400,3114400,BK85,East New York (Pennsylvania Ave),4007,9940.299403,4617777.805,0
Bronx,037100,2037100,BX17,East Tremont,3705,6323.45098,2128494.676,0
Bronx,039300,2039300,BX06,Belmont,3705,7785.518713,1970412.35,0
Staten Island,011402,5011402,SI45,New Dorp-Midland Beach,3902,10355.21437,6228603.971,0
Manhattan,023000,1023000,MN03,Central Harlem North-Polo Grounds,3803,5672.967819,1869850.528,0
Brooklyn,111800,3111800,BK82,East New York,4008,5292.339873,1745783.721,0
Queens,091900,4091900,QN23,College Point,4103,17603.1539,4909113.296,0
Queens,092500,4092500,QN23,College Point,4103,7714.748478,3362669.106,0
Manhattan,001502,1001502,MN25,Battery Park City-Lower Manhattan,3810,10391.12811,2201257.306,0
Brooklyn,076600,3076600,BK42,Flatbush,4015,4504.392236,887314.0572,0
Staten Island,001700,5001700,SI37,Stapleton-Rosebank,3903,7666.91792,3290664.082,0
Manhattan,012000,1012000,MN40,Upper East Side-Carnegie Hill,3805,5693.865387,1862415.442,0
Manhattan,012800,1012800,MN40,Upper East Side-Carnegie Hill,3805,5818.32051,1924402.657,0
Queens,055900,4055900,QN20,Ridgewood,4110,5591.200858,1757229.986,0
Brooklyn,040300,3040300,BK78,Bushwick South,4002,6937.017892,2208071.867,0
Brooklyn,040700,3040700,BK99,park-cemetery-etc-Brooklyn,4002,10758.1529,5478811.215,0
Brooklyn,052700,3052700,BK73,North Side-South Side,4001,6448.607567,2045672.642,0
Brooklyn,052900,3052900,BK72,Williamsburg,4001,6118.983997,1882580.923,0
Brooklyn,051300,3051300,BK73,North Side-South Side,4001,7232.677473,2779406.875,0
Queens,094201,4094201,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,8656.603629,3813338.849,0
Queens,045600,4045600,QN35,Briarwood-Jamaica Hills,4106,7547.459987,1696420.222,0
Bronx,021100,2021100,BX26,Highbridge,3708,6510.599626,1659664.637,0
Queens,050500,4050500,QN21,Middle Village,4110,4512.758514,1224020.376,0
Queens,050700,4050700,QN21,Middle Village,4110,8784.479868,3935014.908,0
Bronx,021301,2021301,BX36,University Heights-Morris Heights,3707,3969.324442,643488.1025,0
Bronx,021700,2021700,BX36,University Heights-Morris Heights,3707,7367.521453,1703467.167,0
Bronx,022800,2022800,BX49,Pelham Parkway,3704,6509.690547,1851825.773,0
Bronx,023000,2023000,BX37,Van Nest-Morris Park-Westchester Square,3704,6477.910494,1717988.929,0
Bronx,027700,2027700,BX28,Van Cortlandt Village,3701,7024.706029,1831494.466,0
Bronx,027300,2027300,BX28,Van Cortlandt Village,3701,7643.867583,2120762.72,0
Bronx,042000,2042000,BX44,Williamsbridge-Olinville,3702,5084.222861,1615128.623,0
Bronx,040800,2040800,BX44,Williamsbridge-Olinville,3702,5059.690092,1324406.33,0
Bronx,021302,2021302,BX26,Highbridge,3708,5671.180422,1869241.533,0
Manhattan,031900,1031900,MN99,park-cemetery-etc-Manhattan,3810,5925.106397,1080130.341,0
Brooklyn,025500,3025500,BK75,Bedford,4003,5088.558312,1492168.753,0
Brooklyn,025700,3025700,BK75,Bedford,4003,6440.912379,1949087.188,0
Queens,003700,4003700,QN68,Queensbridge-Ravenswood-Long Island City,4101,16266.30312,4148753.686,0
Brooklyn,002901,3002901,BK68,Fort Greene,4004,4334.009659,1167531.122,0
Queens,157101,4157101,QN43,Bellerose,4105,16809.568,13381456.3,0
Bronx,007600,2007600,BX08,West Farms-Bronx River,3709,6683.261321,2339929.445,0
Bronx,026701,2026701,BX28,Van Cortlandt Village,3701,3658.667263,742841.5976,0
Manhattan,004800,1004800,MN21,Gramercy,3808,5539.367051,1920887.026,0
Queens,063301,4063301,QN19,Glendale,4110,5567.508597,1450127.28,0
Queens,063302,4063302,QN19,Glendale,4110,6443.189416,1493062.639,0
Bronx,024400,2024400,BX37,Van Nest-Morris Park-Westchester Square,3704,6484.404436,1892754.13,0
Queens,085500,4085500,QN22,Flushing,4103,4829.54813,1405499.86,0
Queens,086300,4086300,QN51,Murray Hill,4103,5057.53183,1551084.281,0
Queens,086500,4086500,QN22,Flushing,4103,5149.178577,1685034.015,0
Queens,116300,4116300,QN51,Murray Hill,4103,8496.80352,2707156.438,0
Queens,104700,4104700,QN51,Murray Hill,4103,13160.64119,9061045.315,0
Queens,115900,4115900,QN51,Murray Hill,4103,7333.570329,3326142.87,0
Bronx,036300,2036300,BX17,East Tremont,3705,6415.396296,2382766.126,0
Bronx,022500,2022500,BX14,East Concourse-Concourse Village,3708,5931.365535,1925146.556,0
Bronx,022703,2022703,BX41,Mount Hope,3707,2816.869448,456337.461,0
Bronx,020900,2020900,BX63,West Concourse,3708,5201.92742,1424317.779,0
Bronx,022702,2022702,BX41,Mount Hope,3707,3934.093169,557878.2798,0
Bronx,019900,2019900,BX26,Highbridge,3708,5755.768491,1908696.872,0
Staten Island,017009,5017009,SI48,Arden Heights,3901,14139.25307,11566024.41,0
Manhattan,016002,1016002,MN33,East Harlem South,3804,3121.610878,554097.9852,0
Queens,035700,4035700,QN27,East Elmhurst,4102,10982.17267,6503535.122,0
Manhattan,015002,1015002,MN40,Upper East Side-Carnegie Hill,3805,4691.248235,1352836.793,0
Manhattan,015001,1015001,MN40,Upper East Side-Carnegie Hill,3805,3124.393162,556354.4168,0
Bronx,009800,2009800,BX59,Westchester-Unionport,3709,10244.28631,5559622.228,0
Bronx,013300,2013300,BX35,Morrisania-Melrose,3705,5723.850133,1734820.442,0
Queens,009600,4009600,QN55,South Ozone Park,4113,6574.85706,2222233.85,0
Queens,004500,4004500,QN70,Astoria,4101,7941.411638,2375492.136,0
